collected_at_utc,robot_id,robot_name,db_name,query,search_url,hit_count,status,notes
2026-08-11T13:38:49+00:00,ROBOT-0015,Loona DeskMate,IEEE_XPLORE,"""Loona DeskMate"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Loona%20DeskMate%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0015,Loona DeskMate,ACM_DL,"""Loona DeskMate"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Loona%20DeskMate%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0015,Loona DeskMate,SCOPUS,"""Loona DeskMate"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Loona%20DeskMate%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0016,Ami,PUBMED,"(Ami[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Ami%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0016,Ami,IEEE_XPLORE,"""Ami"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Ami%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0016,Ami,ACM_DL,"""Ami"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Ami%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0016,Ami,SCOPUS,"""Ami"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Ami%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0017,Cocomo,PUBMED,"(Cocomo[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Cocomo%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0017,Cocomo,IEEE_XPLORE,"""Cocomo"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Cocomo%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0017,Cocomo,ACM_DL,"""Cocomo"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Cocomo%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0017,Cocomo,SCOPUS,"""Cocomo"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Cocomo%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0018,INU,PUBMED,"(INU[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28INU%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0018,INU,IEEE_XPLORE,"""INU"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22INU%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0018,INU,ACM_DL,"""INU"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22INU%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0018,INU,SCOPUS,"""INU"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22INU%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0019,RUMI,PUBMED,"(RUMI[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28RUMI%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0019,RUMI,IEEE_XPLORE,"""RUMI"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22RUMI%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0019,RUMI,ACM_DL,"""RUMI"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22RUMI%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0019,RUMI,SCOPUS,"""RUMI"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22RUMI%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0020,StackChan,PUBMED,"(StackChan[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28StackChan%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0020,StackChan,IEEE_XPLORE,"""StackChan"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22StackChan%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0020,StackChan,ACM_DL,"""StackChan"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22StackChan%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0020,StackChan,SCOPUS,"""StackChan"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22StackChan%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0021,MagicDog,PUBMED,"(MagicDog[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28MagicDog%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0021,MagicDog,IEEE_XPLORE,"""MagicDog"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22MagicDog%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0021,MagicDog,ACM_DL,"""MagicDog"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22MagicDog%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0021,MagicDog,SCOPUS,"""MagicDog"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22MagicDog%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0022,An'An Panda,PUBMED,"(An'An Panda[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28An%27An%20Panda%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0022,An'An Panda,IEEE_XPLORE,"""An'An Panda"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22An%27An%20Panda%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0022,An'An Panda,ACM_DL,"""An'An Panda"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22An%27An%20Panda%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0022,An'An Panda,SCOPUS,"""An'An Panda"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22An%27An%20Panda%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0023,Kuri,PUBMED,"(Kuri[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Kuri%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0023,Kuri,IEEE_XPLORE,"""Kuri"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Kuri%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0023,Kuri,ACM_DL,"""Kuri"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Kuri%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0023,Kuri,SCOPUS,"""Kuri"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Kuri%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0024,Miko 3,PUBMED,"(Miko 3[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Miko%203%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0024,Miko 3,IEEE_XPLORE,"""Miko 3"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Miko%203%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0024,Miko 3,ACM_DL,"""Miko 3"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Miko%203%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0024,Miko 3,SCOPUS,"""Miko 3"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Miko%203%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0025,Miko Mini,PUBMED,"(Miko Mini[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Miko%20Mini%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0025,Miko Mini,IEEE_XPLORE,"""Miko Mini"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Miko%20Mini%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0025,Miko Mini,ACM_DL,"""Miko Mini"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Miko%20Mini%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0025,Miko Mini,SCOPUS,"""Miko Mini"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Miko%20Mini%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0026,Romi Lacatan,PUBMED,"(Romi Lacatan[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Romi%20Lacatan%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0026,Romi Lacatan,IEEE_XPLORE,"""Romi Lacatan"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Romi%20Lacatan%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0026,Romi Lacatan,ACM_DL,"""Romi Lacatan"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Romi%20Lacatan%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0026,Romi Lacatan,SCOPUS,"""Romi Lacatan"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Romi%20Lacatan%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0027,Misty II,PUBMED,"(Misty II[Title/Abstract]) AND (""social robot""[Title/Abstract] OR ""human-robot interaction""[Title/Abstract] OR pediatric[Title/Abstract] OR child[Title/Abstract] OR clinical[Title/Abstract] OR therapy[Title/Abstract])",https://pubmed.ncbi.nlm.nih.gov/?term=%28Misty%20II%5BTitle/Abstract%5D%29%20AND%20%28%22social%20robot%22%5BTitle/Abstract%5D%20OR%20%22human-robot%20interaction%22%5BTitle/Abstract%5D%20OR%20pediatric%5BTitle/Abstract%5D%20OR%20child%5BTitle/Abstract%5D%20OR%20clinical%5BTitle/Abstract%5D%20OR%20therapy%5BTitle/Abstract%5D%29,,AUTO_FAILED:URLError,
2026-08-11T13:38:49+00:00,ROBOT-0027,Misty II,IEEE_XPLORE,"""Misty II"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=%22Misty%20II%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0027,Misty II,ACM_DL,"""Misty II"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://dl.acm.org/action/doSearch?AllField=%22Misty%20II%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
2026-08-11T13:38:49+00:00,ROBOT-0027,Misty II,SCOPUS,"""Misty II"" AND (""social robot"" OR ""human-robot interaction"" OR pediatric OR child OR clinical OR therapy)",https://www.scopus.com/results/results.uri?query=%22Misty%20II%22%20AND%20%28%22social%20robot%22%20OR%20%22human-robot%20interaction%22%20OR%20pediatric%20OR%20child%20OR%20clinical%20OR%20therapy%29,,MANUAL_PENDING,접근 권한/기관 구독 환경에서 수동 확인 필요
